Cat1,AvgS1,M1,Co1,Cat2,AvgS2,M2,Co2,Cat3,AvgS3,M3,Co3,Cat4,AvgS4,M4,Co4,NumDeg,NumCertf,NumJobs,AverageMonths
Management,79819.50204,4,1,Sales,47142.92286,56,0,Engineering,81584.97869,85,0,Engineering,81584.97869,3,0,3,1,4,37
Management,79819.50204,55,1,Management,91700.33333,25,1,Service,37263.83653,59,1,Service,26600,34,1,3,3,4,43.25
IT,69783.6369,11,1,Executive,123893.3069,56,1,Marketing,50436.77654,37,1,IT,69783.6369,12,1,3,3,4,29
Other,53085.31717,11,1,Other,53085.31717,6,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,2,4.25
Finance,60991.45474,6,0,Executive,123893.3069,14,1,Admin,51794.60833,22,1,Executive,123893.3069,36,1,2,3,4,19.5
Finance,75693.5,41,1,Government,78213.325,18,1,Other,53085.31717,171,0,Unemployed,0,0,0,1,1,3,57.5
Finance,75693.5,41,1,Government,78213.325,18,1,Other,53085.31717,171,0,Unemployed,0,0,0,1,1,3,57.5
IT,69783.6369,21,1,Consultant,78074.16822,11,1,Other,53085.31717,2,1,Management,79819.50204,16,0,2,2,4,12.5
Entertainment,65909.16667,48,1,Other,53085.31717,5,1,Admin,51794.60833,25,1,Other,44657,11,1,3,3,4,22.25
Entertainment,65068.78947,32,1,Marketing,59207.5,20,0,Sales,47142.92286,17,1,Management,34629,5,1,2,1,4,18.5
Entertainment,65068.78947,27,1,Service,37263.83653,48,1,Academia,63461.28125,60,0,Other,53085.31717,3,1,3,3,4,34.5
Academia,63461.28125,11,0,Other,53085.31717,18,1,Management,79819.50204,23,1,Other,53085.31717,58,1,2,1,4,27.5
Academia,63461.28125,11,0,Other,53085.31717,18,1,Management,79819.50204,23,1,Other,53085.31717,58,1,2,1,4,27.5
Academia,63461.28125,18,1,Academia,63461.28125,108,1,Other,53085.31717,10,1,Other,53085.31717,12,1,3,3,4,37
Other,53085.31717,67,1,Other,53085.31717,176,0,Management,79819.50204,29,0,HR,51182.90816,17,0,3,3,4,72.25
Academia,36100,58,1,IT,69783.6369,4,0,Other,53085.31717,17,0,Other,53085.31717,5,0,3,3,4,21
Academia,36100,41,1,Admin,35789.36364,10,0,Other,53085.31717,33,1,Other,53085.31717,6,1,2,1,4,22.5
Academia,63461.28125,86,1,Other,53085.31717,12,1,Academia,63461.28125,24,1,Academia,42492.8,10,1,3,3,4,33
Academia,63461.28125,32,0,IT,69783.6369,31,0,Sales,47142.92286,135,1,Unemployed,0,0,0,3,3,3,49.5
Health,32338,34,0,Executive,116258.75,94,0,IT,69783.6369,25,0,Management,79819.50204,45,0,3,3,4,49.5
IT,69783.6369,52,1,Executive,326069,9,1,Other,53085.31717,2,0,Operations,85551.22727,6,1,3,3,4,17.25
IT,69783.6369,19,0,Other,52035,42,1,Academia,63461.28125,51,0,Consultant,78074.16822,126,0,3,3,4,59.5
Service,37263.83653,4,0,IT,69783.6369,2,0,IT,69783.6369,3,1,Other,90183,7,1,3,3,4,4
Service,37263.83653,30,0,Service,37263.83653,46,0,Service,37263.83653,3,1,Management,70428.41667,23,1,3,3,4,25.5
Service,37263.83653,43,1,IT,69783.6369,3,1,IT,69783.6369,3,1,Unemployed,0,3,1,3,3,4,13
Other,53085.31717,337,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,1,84.25
Management,79819.50204,8,0,HR,51182.90816,17,0,Finance,60991.45474,9,1,HR,51182.90816,11,1,2,3,4,11.25
HR,51182.90816,14,1,HR,51182.90816,7,1,HR,51182.90816,2,0,HR,51182.90816,13,0,3,1,4,9
HR,51182.90816,11,1,Sales,58259,12,1,Management,79819.50204,26,1,HR,52756.71429,2,1,3,3,4,12.75
IT,69783.6369,9,1,HR,52756.71429,5,1,Service,37263.83653,23,0,Admin,43191.11111,3,1,3,3,4,10
Management,87853.5,8,0,Sales,72403.5,33,1,IT,69783.6369,38,1,IT,69783.6369,5,1,3,3,4,21
Engineering,80827.275,28,0,Management,79819.50204,162,1,Executive,123893.3069,62,1,Management,130480,16,1,3,3,4,67
Engineering,81584.97869,4,1,Executive,123893.3069,28,1,Executive,123893.3069,25,0,Executive,123893.3069,50,0,3,3,4,26.75
Engineering,129263.25,28,1,IT,77809.25949,28,0,Academia,63461.28125,17,0,IT,77809.25949,4,0,3,3,4,19.25
Engineering,129263.25,493,0,Engineering,88802.3,74,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,141.75
Engineering,129263.25,52,0,Engineering,88802.3,66,0,Engineering,81584.97869,15,0,Unemployed,0,0,0,1,1,3,33.25
Engineering,129263.25,52,0,Engineering,88802.3,66,0,Engineering,81584.97869,15,0,Unemployed,0,0,0,1,1,3,33.25
Engineering,129263.25,14,1,IT,113588.5,89,1,IT,69783.6369,93,0,IT,105688,53,1,3,3,4,62.25
Engineering,129263.25,10,1,Operations,69434.83383,11,1,Management,79819.50204,32,1,Finance,60991.45474,78,0,3,3,4,32.75
Engineering,129263.25,23,1,Executive,123893.3069,32,1,IT,69783.6369,52,1,IT,77809.25949,40,1,3,3,4,36.75
Engineering,129263.25,5,1,Operations,85551.22727,71,0,Management,79819.50204,136,0,Management,124502,28,0,2,1,4,60
Engineering,129263.25,5,1,Operations,85551.22727,71,0,Management,79819.50204,136,0,Management,124502,28,0,2,1,4,60
Service,37263.83653,4,0,Other,53085.31717,2,0,Academia,63461.28125,3,0,Unemployed,0,0,0,1,1,3,2.25
Academia,63461.28125,67,1,Academia,57000,32,0,Other,53085.31717,46,0,Academia,57000,33,1,1,1,4,44.5
Academia,63461.28125,26,0,Admin,51794.60833,62,1,Unemployed,0,35,0,Other,53085.31717,40,0,3,3,4,40.75
HR,51182.90816,2,1,Management,47724.66667,24,1,Executive,123893.3069,21,1,HR,51182.90816,5,1,3,3,4,13
Sales,47142.92286,5,1,IT,69783.6369,22,0,Sales,47142.92286,10,0,Sales,60877.01504,76,0,2,1,4,28.25
Sales,47142.92286,31,1,Service,37263.83653,20,0,Unemployed,0,7,0,Operations,69434.83383,4,1,3,3,4,15.5
Sales,47142.92286,11,0,Operations,69434.83383,3,1,Marketing,50436.77654,11,1,Sales,47142.92286,22,0,1,1,4,11.75
Sales,47142.92286,7,0,Sales,47142.92286,53,1,Admin,51794.60833,41,1,Management,79819.50204,31,1,3,3,4,33
Academia,63461.28125,40,1,Other,53085.31717,2,1,Finance,60991.45474,10,1,Other,53085.31717,13,1,3,3,4,16.25
Sales,47142.92286,12,1,Other,53085.31717,2,0,Service,37263.83653,11,0,Unemployed,31033.33333,11,1,3,3,4,9
Service,37263.83653,32,0,Marketing,44021.5,11,1,Marketing,50436.77654,30,1,Management,79819.50204,16,1,3,3,4,22.25
Other,53085.31717,122,0,Other,43777,2,1,Management,79819.50204,85,0,Unemployed,0,0,0,1,1,3,52.25
Marketing,50436.77654,9,1,Management,79819.50204,41,1,Admin,51794.60833,9,1,Other,53085.31717,4,1,3,3,4,15.75
Marketing,50436.77654,5,1,Sales,47142.92286,24,1,Executive,123893.3069,11,1,Executive,123893.3069,16,1,3,2,4,14
Marketing,50436.77654,23,1,Marketing,50436.77654,6,1,Operations,69434.83383,8,0,Management,79819.50204,15,1,3,3,4,13
Sales,47142.92286,5,1,Sales,41147.2,4,1,Other,53085.31717,36,1,Sales,60877.01504,19,1,3,3,4,16
Management,79819.50204,19,1,Marketing,50436.77654,89,1,Other,53085.31717,9,1,Government,78213.325,27,0,2,1,4,36
Management,79819.50204,172,1,Academia,87338,58,1,Government,78213.325,1,1,Government,78213.325,12,1,2,1,4,60.75
Admin,51802.85714,39,1,Admin,51802.85714,10,1,Admin,51794.60833,7,1,Other,53085.31717,41,0,2,1,4,24.25
Admin,51802.85714,247,0,Admin,51794.60833,248,1,Admin,51794.60833,112,0,Unemployed,0,0,0,3,3,3,151.75
Admin,51802.85714,141,1,Other,53085.31717,38,1,Management,79819.50204,11,1,Management,79819.50204,12,1,3,3,4,50.5
Admin,51802.85714,58,1,Unemployed,0,88,1,Finance,60991.45474,24,0,Unemployed,0,0,0,1,1,3,42.5
Admin,51802.85714,58,1,Unemployed,0,88,1,Finance,60991.45474,24,0,Unemployed,0,0,0,1,1,3,42.5
Admin,51802.85714,1,1,Marketing,50436.77654,9,1,Marketing,50436.77654,27,0,Admin,47090,5,1,3,3,4,10.5
Admin,51802.85714,21,1,Other,53085.31717,30,1,Other,53085.31717,59,1,Unemployed,0,120,0,3,3,4,57.5
Admin,51802.85714,13,1,Admin,63863.75,53,0,Executive,123893.3069,28,1,Unemployed,0,0,0,3,3,3,23.5
Admin,51802.85714,9,0,Academia,43191.11111,36,1,Service,37263.83653,2,0,Management,127649,5,0,2,1,4,13
Admin,51802.85714,98,1,Management,79819.50204,8,0,Management,79819.50204,9,0,Academia,41346.78947,20,0,3,3,4,33.75
Admin,51802.85714,30,1,Admin,51802.85714,38,1,Admin,51794.60833,11,1,Admin,51802.85714,76,0,3,3,4,38.75
Admin,51802.85714,25,0,Admin,51794.60833,13,0,Admin,51794.60833,7,0,Operations,69434.83383,26,0,3,3,4,17.75
Admin,51802.85714,3,1,Admin,51794.60833,37,1,Government,78213.325,9,1,Unemployed,0,0,0,1,1,3,12.25
Admin,51802.85714,3,1,Admin,51794.60833,37,1,Government,78213.325,9,1,Unemployed,0,0,0,1,1,3,12.25
Admin,51802.85714,17,1,Admin,63863.75,32,0,Service,37263.83653,17,1,Admin,63863.75,24,1,3,3,4,22.5
Admin,51802.85714,31,0,Other,53085.31717,12,1,Other,53085.31717,12,1,Executive,123893.3069,35,0,3,3,4,22.5
Admin,51802.85714,11,1,Sales,47142.92286,12,0,Management,79819.50204,44,1,Other,53085.31717,44,0,3,3,4,27.75
Admin,51802.85714,30,1,Other,53085.31717,24,1,Service,37263.83653,8,1,Service,37263.83653,11,1,3,3,4,18.25
Admin,51802.85714,48,1,Admin,51794.60833,90,0,Operations,69434.83383,21,0,Admin,51794.60833,14,0,3,3,4,43.25
Admin,51802.85714,16,1,Sales,41147.2,35,1,Unemployed,0,39,1,Other,27550,13,1,3,3,4,25.75
Consultant,78074.16822,50,0,Admin,52052,54,0,Other,53085.31717,23,0,Unemployed,0,0,0,3,3,3,31.75
Management,107588,144,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,1,36
Management,107588,144,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,1,36
Management,107588,46,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,1,11.5
Management,107588,60,0,Other,53085.31717,86,1,Management,79819.50204,6,1,Service,37263.83653,19,0,2,1,4,42.75
Management,107588,60,0,Other,53085.31717,86,1,Management,79819.50204,6,1,Service,37263.83653,19,0,2,1,4,42.75
Management,107588,65,1,Operations,57452.57447,12,1,Admin,51794.60833,2,1,Admin,51794.60833,13,1,3,3,4,23
Management,107588,78,1,HR,51182.90816,10,1,HR,51182.90816,4,1,HR,51182.90816,11,1,2,3,4,25.75
Management,107588,78,1,HR,51182.90816,10,1,HR,51182.90816,4,1,HR,51182.90816,11,1,2,3,4,25.75
Management,107588,4,1,Other,53085.31717,27,1,Academia,63461.28125,29,1,Executive,123893.3069,78,1,3,3,4,34.5
Management,107588,43,1,Management,79819.50204,76,0,Management,79819.50204,100,1,Other,24135.01587,6,1,3,3,4,56.25
Management,107588,67,1,Management,79819.50204,128,0,Management,79819.50204,12,0,Management,79819.50204,128,0,3,3,4,83.75
Management,107588,261,1,Sales,71366.9,150,0,Finance,60991.45474,112,0,Admin,77805.28205,40,0,3,3,4,140.75
Management,107588,54,1,Management,79819.50204,92,1,Other,53085.31717,9,0,IT,62741.6,25,0,3,3,4,45
Management,107588,25,1,Management,79819.50204,24,1,Marketing,50436.77654,30,1,Management,77657,48,1,3,3,4,31.75
Management,107588,15,1,Marketing,55620,40,1,Marketing,50436.77654,74,1,Marketing,55620,7,1,2,3,4,34
Management,107588,80,1,Executive,123893.3069,186,1,Academia,63461.28125,18,0,Service,37263.83653,2,0,3,3,4,71.5
Management,107588,25,1,Management,79819.50204,14,0,Management,79819.50204,11,0,Executive,123893.3069,6,1,3,3,4,14
Management,107588,89,1,Management,56675,65,1,Other,53085.31717,28,1,Other,53085.31717,40,1,3,3,4,55.5
Management,107588,67,0,Management,79819.50204,111,0,Service,37263.83653,39,0,Unemployed,0,0,0,1,1,3,54.25
Management,107588,105,0,Other,53085.31717,11,0,Management,79819.50204,39,1,Operations,69434.83383,35,1,1,1,4,47.5
Management,107588,29,1,Consultant,78074.16822,32,1,Management,79819.50204,101,1,Other,78091.125,64,1,3,3,4,56.5
Management,107588,83,1,Academia,69805,92,1,Management,79819.50204,28,1,Management,79819.50204,40,1,3,3,4,60.75
Management,107588,41,0,Marketing,44021.5,85,0,Other,53085.31717,1,1,Marketing,50436.77654,2,1,3,3,4,32.25
Management,107588,9,1,Management,107588,35,0,HR,51182.90816,4,1,Management,79819.50204,5,1,3,3,4,13.25
Management,107588,6,0,Consultant,86307.45545,103,0,Other,53085.31717,52,0,IT,69783.6369,16,0,3,3,4,44.25
Management,107588,127,1,Other,53085.31717,6,0,Management,79819.50204,280,1,Executive,123893.3069,40,1,2,1,4,113.25
Management,107588,43,1,Management,79819.50204,113,1,Management,79819.50204,100,1,Unemployed,0,0,0,3,3,3,64
Management,107588,119,1,Management,79819.50204,20,1,Management,79819.50204,136,1,Management,79819.50204,15,1,2,1,4,72.5
Management,107588,85,0,Management,79819.50204,392,0,Other,53085.31717,6,0,Finance,60991.45474,16,0,3,3,4,124.75
Management,107588,225,0,Other,53085.31717,89,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,78.5
Management,107588,46,0,Management,79819.50204,57,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,25.75
Management,107588,71,1,Management,79819.50204,49,1,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,30
Management,107588,347,0,Management,79819.50204,17,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,91
Management,107588,72,1,Management,107588,23,1,Other,53085.31717,10,0,Other,52252,45,1,3,3,4,37.5
Management,107588,34,0,Management,79819.50204,50,0,Executive,123893.3069,104,1,Other,53085.31717,28,1,3,3,4,54
Management,107588,199,1,Other,53085.31717,41,0,Finance,60991.45474,52,1,Unemployed,0,0,0,3,3,3,73
Management,107588,12,1,Consultant,45175,14,1,Management,79819.50204,9,1,Management,79819.50204,24,1,3,3,4,14.75
Management,107588,14,1,Operations,78745,6,1,IT,69783.6369,67,1,Executive,123893.3069,11,0,3,3,4,24.5
Management,107588,36,1,Other,53085.31717,12,1,Executive,123893.3069,33,1,Academia,63461.28125,18,1,3,3,4,24.75
Management,107588,99,1,Executive,123893.3069,104,0,Executive,123893.3069,60,0,Management,77657,24,0,3,3,4,71.75
Management,107588,11,1,Management,89985.33333,9,1,Management,79819.50204,50,1,Other,53085.31717,44,1,3,3,4,28.5
Management,107588,23,1,Finance,60991.45474,2,1,Sales,47142.92286,3,1,Academia,63461.28125,8,1,3,3,4,9
Management,107588,65,0,Other,53085.31717,6,0,Other,53085.31717,1,0,Unemployed,0,1,0,3,3,4,18.25
Management,107588,7,1,Management,79819.50204,15,1,IT,69783.6369,39,1,Management,79819.50204,11,0,3,3,4,18
Management,107588,3,1,Management,79819.50204,32,1,HR,51182.90816,18,0,Finance,60991.45474,63,0,3,3,4,29
Management,107588,115,0,Other,53085.31717,33,0,Sales,47142.92286,37,0,Unemployed,0,0,0,3,3,3,46.25
Management,107588,35,1,Executive,123893.3069,84,1,Executive,123893.3069,164,1,Management,79819.50204,35,1,3,3,4,79.5
Management,107588,195,0,Executive,123893.3069,23,0,Executive,123893.3069,26,0,Executive,123893.3069,23,1,3,3,4,66.75
IT,107588,274,0,Other,53085.31717,27,0,Other,53085.31717,15,0,IT,62741.6,23,0,3,3,4,84.75
Executive,123893.3069,13,1,Executive,123893.3069,53,1,Management,79819.50204,9,1,Management,79819.50204,23,0,3,3,4,24.5
HR,43255,69,1,Academia,63461.28125,24,0,Sales,47142.92286,7,0,Executive,123893.3069,13,1,3,3,4,28.25
HR,43255,7,0,HR,51182.90816,14,1,HR,51182.90816,11,1,Management,79819.50204,27,1,3,3,4,14.75
HR,43255,47,1,Other,53085.31717,5,1,IT,69783.6369,62,0,Operations,69434.83383,11,0,2,1,4,31.25
HR,51182.90816,7,0,IT,69783.6369,11,0,Engineering,81584.97869,5,0,Other,53085.31717,1,0,3,3,4,6
HR,51182.90816,9,1,HR,51182.90816,12,1,HR,51182.90816,23,1,HR,51182.90816,9,0,3,2,4,13.25
HR,51182.90816,19,1,HR,51182.90816,11,1,HR,51182.90816,11,1,HR,51182.90816,9,1,1,1,4,12.5
HR,51182.90816,144,1,Management,79819.50204,138,1,Management,79819.50204,64,1,Executive,123893.3069,148,0,3,3,4,123.5
HR,51182.90816,55,0,Management,79819.50204,102,0,Executive,123893.3069,88,0,Executive,123893.3069,19,0,3,3,4,66
HR,51182.90816,22,1,HR,51182.90816,5,1,HR,51182.90816,41,1,Unemployed,0,0,0,3,3,3,17
HR,51182.90816,55,1,Executive,123893.3069,89,0,Other,53085.31717,40,0,Unemployed,0,0,0,3,3,3,46
Admin,51794.60833,10,1,Academia,63461.28125,22,0,Other,53085.31717,6,1,Unemployed,0,0,0,1,1,3,9.5
Admin,51794.60833,10,1,Academia,63461.28125,22,0,Other,53085.31717,6,1,Unemployed,0,0,0,1,1,3,9.5
Executive,123893.3069,12,1,Executive,123893.3069,16,1,Executive,123893.3069,234,1,Executive,123893.3069,65,1,3,3,4,81.75
Executive,123893.3069,30,1,Executive,123893.3069,65,1,Management,79819.50204,64,1,Other,53085.31717,32,1,3,3,4,47.75
Executive,123893.3069,6,1,Sales,60877.01504,30,1,Other,53085.31717,19,0,Other,54836,59,0,3,3,4,28.5
Executive,123893.3069,7,1,Other,53085.31717,52,0,Other,53085.31717,52,1,Unemployed,0,0,0,3,3,3,27.75
Executive,123893.3069,7,1,Executive,123893.3069,64,1,Executive,123893.3069,26,0,Executive,123893.3069,59,0,3,1,4,39
Executive,123893.3069,73,0,Executive,326069,104,0,Executive,123893.3069,11,1,Executive,326069,37,0,3,3,4,56.25
Executive,123893.3069,34,1,Executive,123893.3069,35,1,Executive,123893.3069,16,0,Executive,123893.3069,15,0,3,3,4,25
Executive,123893.3069,7,1,Executive,123893.3069,7,1,Executive,123893.3069,19,1,Executive,123893.3069,144,1,3,3,4,44.25
Other,53085.31717,11,1,Other,53085.31717,32,1,IT,69783.6369,12,1,Other,53085.31717,35,1,3,3,4,22.5
Other,96900,13,1,Other,53085.31717,22,0,Operations,69434.83383,22,0,Service,96900,11,0,3,3,4,17
Management,79819.50204,87,1,Management,79819.50204,8,1,Operations,69434.83383,36,0,Management,79819.50204,60,1,3,3,4,47.75
HR,51182.90816,4,0,Management,77657,26,1,Operations,69434.83383,28,1,Management,77657,37,1,3,3,4,23.75
IT,69783.6369,12,0,Engineering,93658.74634,66,1,IT,69783.6369,10,1,IT,63701.34483,12,1,2,1,4,25
Other,53085.31717,24,1,Management,79819.50204,55,0,Sales,47142.92286,23,0,Operations,69434.83383,42,0,3,3,4,36
Operations,69434.83383,31,0,Management,79819.50204,53,0,Other,53085.31717,100,0,Operations,69434.83383,16,0,2,1,4,50
Operations,69434.83383,60,1,Other,53085.31717,12,1,Other,53085.31717,31,0,Unemployed,0,0,0,3,3,3,25.75
Academia,63461.28125,13,1,Academia,114221.5385,3,0,Academia,63461.28125,14,1,Academia,125566.1667,82,0,2,1,4,28
Sales,47142.92286,15,1,Other,53085.31717,48,0,Management,79819.50204,128,1,Management,40508.28571,123,1,3,3,4,78.5
HR,51182.90816,6,1,Other,53085.31717,13,0,Management,79819.50204,22,0,Consultant,78074.16822,4,0,3,3,4,11.25
IT,69783.6369,5,0,IT,69783.6369,27,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,8
IT,69783.6369,50,0,Management,79819.50204,8,0,Management,79819.50204,3,0,Management,79819.50204,5,0,2,1,4,16.5
Sales,47142.92286,17,0,Other,53085.31717,12,1,Sales,47142.92286,12,1,Sales,47142.92286,26,0,3,3,4,16.75
Service,77900,29,0,IT,69783.6369,21,0,IT,69783.6369,5,0,IT,69783.6369,10,0,3,3,4,16.25
Sales,47142.92286,19,1,Sales,47142.92286,17,1,Unemployed,0,9,0,IT,69783.6369,12,0,3,3,4,14.25
Entertainment,65068.78947,247,1,Marketing,50436.77654,213,1,Management,79819.50204,91,0,Management,88723.5,17,0,3,3,4,142
Entertainment,65068.78947,81,0,Operations,85551.22727,12,0,IT,69783.6369,17,0,Engineering,81584.97869,22,0,3,3,4,33
Entertainment,65068.78947,379,1,Management,107588,54,1,Management,79819.50204,87,1,Executive,123893.3069,105,1,1,1,4,156.25
Finance,60991.45474,24,0,Finance,75792.85294,9,0,Finance,60991.45474,58,0,Finance,60991.45474,28,0,3,3,4,29.75
Finance,60991.45474,4,1,Other,53085.31717,3,1,Academia,63461.28125,3,1,Sales,47142.92286,1,0,3,3,4,2.75
Finance,122028.3333,16,1,Management,77657,12,1,Other,53085.31717,23,1,Marketing,47500,19,1,2,1,4,17.5
Finance,55597.75,11,0,Service,37263.83653,26,1,Finance,60991.45474,55,0,Finance,65640.65278,22,0,3,3,4,28.5
Finance,55597.75,62,1,Other,24135.01587,1,1,Other,53085.31717,15,0,IT,69783.6369,35,0,3,3,4,28.25
Finance,55597.75,22,1,Executive,171037.5,39,0,Management,79819.50204,15,0,Executive,123893.3069,120,0,3,3,4,49
Finance,75792.85294,10,1,Other,24700,20,1,Management,79819.50204,30,0,Finance,75792.85294,24,0,3,3,4,21
Finance,60991.45474,23,1,Other,53085.31717,20,1,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,10.75
Finance,60991.45474,29,1,Operations,82979.71429,48,0,Management,79819.50204,6,0,Other,53085.31717,70,0,3,3,4,38.25
Finance,60991.45474,17,1,Sales,47142.92286,9,0,Operations,69434.83383,7,0,Finance,60991.45474,10,0,3,3,4,10.75
IT,64611,3,1,IT,69783.6369,15,1,Academia,63461.28125,4,1,Service,37263.83653,2,1,3,3,4,6
Other,53085.31717,7,1,Finance,60991.45474,18,1,Consultant,78074.16822,1,0,Operations,82979.71429,40,0,3,3,4,16.5
Other,53085.31717,244,0,IT,72467,18,1,Management,79819.50204,162,1,Unemployed,0,0,0,3,3,3,106
Service,37263.83653,1,1,Other,53085.31717,4,1,Executive,123893.3069,27,0,Executive,123893.3069,13,1,3,3,4,11.25
Service,37263.83653,65,1,Management,136819.5,47,0,Sales,47142.92286,81,0,Unemployed,0,0,0,1,1,3,48.25
Other,53085.31717,52,1,Unemployed,0,54,1,HR,51182.90816,6,1,Other,53085.31717,13,1,3,3,4,31.25
Other,53085.31717,83,1,IT,69783.6369,19,1,Service,37263.83653,31,0,IT,69783.6369,89,1,3,3,4,55.5
IT,24700,5,1,IT,69783.6369,34,0,IT,69783.6369,23,0,Finance,65833.88889,33,0,3,3,4,23.75
